k,depth,random_state,accuracy_train,accuracy_test,discrimination_train,discrimination_train_pred,discrimination_test,min_supp,clf.tree_,discrimination_relab_1,accuracy_relab_1,discrimination_relab_2,accuracy_relab_2,discrimination_relab_3,accuracy_relab_3,discrimination_relab_0.0,accuracy_relab_0.0,discrimination_relab_0.1,accuracy_relab_0.1,discrimination_relab_0.2,accuracy_relab_0.2,discrimination_relab_0.3,accuracy_relab_0.3
0,6,25,0.92822967,0.84615384,0.27108433,0.19497035,0.48125937,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.18703384,0.9234,0.16322432,0.909,0.14295276,0.8947,-0.05106139,0.7224,-0.05106139,0.7224,0.19497035,0.9282,0.19497035,0.9282
0,6,27,0.91866029,0.92307692,0.29337068,0.25732959,0.34722222,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.24080298,0.9138,0.21858076,0.9043,0.18496732,0.8851,-0.1557423,0.6315,0.07955182,0.8133,0.18496732,0.8851,0.25732959,0.9186
0,6,29,0.93779904,0.84615384,0.33225806,0.31679316,0.05529953,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.30872865,0.933,0.2845351,0.9186,0.16755218,0.8468,-0.06631879,0.6602,-0.06631879,0.6602,0.16755218,0.8468,0.2845351,0.9186
0,6,31,0.90909091,0.96153846,0.34052287,0.28767507,0.11805555,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.26246498,0.9043,0.21531279,0.8851,0.08197945,0.8277,-0.16741364,0.6363,0.08197945,0.8277,0.08197945,0.8277,0.28767507,0.909
0,6,33,0.92822967,0.88461538,0.29214891,0.25511188,0.28148148,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.22588734,0.9186,0.19463734,0.8995,0.18682484,0.8947,-0.13069059,0.6363,0.08227237,0.8229,0.19463734,0.8995,0.25511188,0.9282
0,6,37,0.91866029,0.88461538,0.33078086,0.23662318,0.33125,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.22849309,0.9138,0.20410285,0.8995,0.11221402,0.8373,-0.07591228,0.665,0.08546038,0.8181,0.11221402,0.8373,0.23662318,0.9186
0,6,39,0.91866029,0.92307692,0.31937984,0.28187984,0.23076923,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.23963178,0.9043,0.10513565,0.8373,0.08187984,0.8229,-0.14593024,0.6315,0.08187984,0.8229,0.10513565,0.8373,0.28187984,0.9186
0,6,41,0.92822967,0.86538461,0.26681741,0.23563218,0.34290271,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.17816091,0.9138,0.15357075,0.8995,0.05172413,0.8325,-0.10391936,0.6842,0.05172413,0.8325,0.17816091,0.9138,0.23563218,0.9282
0,6,45,0.90430622,0.88461538,0.37968119,0.31793739,0.01190476,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.27270981,0.8803,0.26483579,0.8755,0.25696178,0.8708,-0.08267717,0.622,0.08901478,0.7655,0.08901478,0.7655,0.27270981,0.8803
0,6,47,0.93779904,0.78846153,0.31780952,0.29809523,0.14848484,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.29009523,0.933,0.28209523,0.9282,0.24247619,0.9043,-0.04904762,0.6746,-0.04904762,0.6746,0.18314285,0.866,0.29809523,0.9377
0,6,49,0.9138756,0.92307692,0.27011494,0.2438289,0.31259968,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.14527981,0.8564,0.12068965,0.8421,0.09110608,0.8229,-0.10552101,0.6602,0.09110608,0.8229,0.14527981,0.8564,0.2438289,0.9138
0,6,51,0.91866029,0.88461538,0.32128099,0.25413223,0.25163398,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.23140495,0.909,0.12293388,0.8468,0.09814049,0.8325,-0.11673554,0.6602,0.09814049,0.8325,0.12293388,0.8468,0.25413223,0.9186
0,6,53,0.9138756,0.94230769,0.35529095,0.33090071,-0.01190477,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.30727866,0.909,0.24630305,0.8947,0.2219128,0.8851,-0.23314769,0.5502,0.08776646,0.8038,0.11138851,0.8181,0.24630305,0.8947
0,6,55,0.91866029,0.82692307,0.28724421,0.2881048,0.43028485,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.22289156,0.909,0.19908204,0.8947,0.09036144,0.8277,-0.11981259,0.6411,0.09036144,0.8277,0.19908204,0.8947,0.2881048,0.9186
0,6,57,0.91866029,0.92307692,0.33486326,0.29460699,0.14392803,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.2825588,0.9138,0.1538535,0.8468,0.12153375,0.8277,-0.14037101,0.6315,0.09772423,0.8133,0.1538535,0.8468,0.29460699,0.9186
0,6,59,0.91866029,0.84615384,0.30804685,0.29028231,0.42857142,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.25062415,0.9138,0.20971768,0.8995,0.18532744,0.8899,-0.14845401,0.6315,0.0504129,0.8133,0.18532744,0.8899,0.29028231,0.9186
0,6,61,0.91866029,0.88461538,0.34228377,0.29140757,0.16905901,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.27991332,0.9138,0.24543056,0.8995,0.12389297,0.8325,-0.15809309,0.622,0.08281514,0.8086,0.12389297,0.8325,0.29140757,0.9186
0,6,63,0.92822967,0.86538461,0.3316689,0.31083157,0.16666666,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.28720952,0.9234,0.17313232,0.8708,0.14009986,0.8516,-0.11542155,0.6459,0.07201843,0.8086,0.17313232,0.8708,0.28720952,0.9234
0,6,65,0.91866029,0.92307692,0.33595825,0.27713472,0.27956989,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.1873814,0.866,0.17125237,0.8564,0.16318785,0.8516,-0.00986718,0.7224,-0.00986718,0.7224,0.1873814,0.866,0.27713472,0.9186
0,6,67,0.91866029,0.92307692,0.27425963,0.21931458,0.409009,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.20236543,0.909,0.19389085,0.9043,0.07645744,0.8277,-0.14388155,0.6555,0.07645744,0.8277,0.19389085,0.9043,0.21931458,0.9186
0,6,69,0.91866029,0.92307692,0.27237827,0.25243445,0.39495798,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.22996254,0.909,0.21872659,0.9043,0.10056179,0.8373,-0.00018727,0.7703,0.08389513,0.8277,0.10056179,0.8373,0.25243445,0.9186
0,6,73,0.90430622,0.82692307,0.28519924,0.24686907,0.24731182,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.23880455,0.8995,0.23074003,0.8947,0.20351043,0.8755,-0.11451613,0.6267,-0.11451613,0.6267,0.18434535,0.8612,0.24686907,0.9043
0,6,75,0.90909091,0.94230769,0.31151685,0.25533707,0.33613445,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.21872659,0.8947,0.08932584,0.8229,0.0559925,0.8038,-0.07949439,0.6794,0.08932584,0.8229,0.08932584,0.8229,0.25533707,0.909
0,6,77,0.91866029,0.84615384,0.32941176,0.2738562,0.31944444,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.22670401,0.8995,0.19337068,0.8851,0.16816059,0.8708,-0.05079366,0.7081,0.0738562,0.8038,0.19337068,0.8851,0.2738562,0.9186
0,6,79,0.9138756,0.86538461,0.27647058,0.26537001,0.26267281,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.20654648,0.8995,0.19848197,0.8947,0.19041745,0.8899,-0.00379507,0.732,-0.00379507,0.732,0.19848197,0.8947,0.26537001,0.9138
0,6,81,0.92344498,0.90384615,0.35028089,0.32490636,0.10588235,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.28829588,0.909,0.27705992,0.9043,0.15889513,0.8373,-0.0849251,0.6507,-0.0849251,0.6507,0.15889513,0.8373,0.28829588,0.909
0,6,83,0.91866029,0.92307692,0.30961904,0.254,0.31515151,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.11133333,0.8373,0.07933333,0.8181,0.07133333,0.8133,-0.10485715,0.6842,0.07933333,0.8181,0.11133333,0.8373,0.254,0.9186
0,6,85,0.91866029,0.92307692,0.33780991,0.28099173,0.27777777,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.25619834,0.9138,0.2303719,0.9043,0.19318181,0.8899,-0.00826447,0.7655,0.01756198,0.7846,0.19318181,0.8899,0.28099173,0.9186
0,6,87,0.9138756,0.94230769,0.25521132,0.20290686,0.51574212,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.15853891,0.8899,0.1426659,0.8803,0.13472939,0.8755,-0.01042265,0.7799,0.03805698,0.8133,0.15853891,0.8899,0.20290686,0.9138
0,6,89,0.9138756,0.86538461,0.31899024,0.35188372,0.2053973,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.3280742,0.909,0.29986613,0.8995,0.27576974,0.8899,-0.04694971,0.6411,-0.04694971,0.6411,0.14735131,0.8086,0.29986613,0.8995
0,6,93,0.92344498,0.90384615,0.29855371,0.25309917,0.39215686,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.20454545,0.9043,0.0733471,0.8325,0.04028925,0.8133,-0.12190083,0.6698,0.0733471,0.8325,0.0733471,0.8325,0.25309917,0.9234
0,6,95,0.91866029,0.92307692,0.35377802,0.27661579,0.22169059,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.261824,0.9138,0.16657245,0.866,0.14198228,0.8516,-0.1203128,0.6985,-0.1203128,0.6985,0.16657245,0.866,0.27661579,0.9186
0,6,97,0.93301435,0.86538461,0.34263565,0.27238372,0.3076923,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.14563953,0.8612,0.13013565,0.8516,0.12238372,0.8468,-0.17141473,0.6028,0.09263565,0.8277,0.14563953,0.8612,0.27238372,0.933
0,6,99,0.92344498,0.86538461,0.36037309,0.29800263,0.06379585,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.26022234,0.909,0.22573958,0.8947,0.20114942,0.8803,-0.13840212,0.6555,0.06811758,0.799,0.1929527,0.8755,0.29800263,0.9234
0,7,1,0.92344498,0.90384615,0.32561904,0.294,0.28181818,2,<sklearn.tree._tree.Tree object at 0x7ff321be96c0>,0.27,0.9186,0.22647619,0.8947,0.21847619,0.8899,-0.01533334,0.7272,0.04399999,0.7751,0.19447619,0.8755,0.294,0.9234
0,7,3,0.91866029,0.86538461,0.30436432,0.25796963,0.31029185,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.23747628,0.9138,0.21394686,0.9043,0.20218216,0.8995,-0.13387097,0.6698,-0.13387097,0.6698,0.19411764,0.8947,0.25796963,0.9186
0,7,5,0.92344498,0.82692307,0.32456308,0.33474169,0.33928571,2,<sklearn.tree._tree.Tree object at 0x7ff321be98f0>,0.28365661,0.9186,0.23842903,0.8947,0.12790474,0.8277,-0.11542155,0.6267,0.09640868,0.8086,0.12790474,0.8277,0.28365661,0.9186
0,7,7,0.91866029,0.90384615,0.29078217,0.27051061,0.26536731,2,<sklearn.tree._tree.Tree object at 0x7ff321be9ab0>,0.25435073,0.9138,0.2226047,0.8947,0.21466819,0.8899,-0.10805126,0.6315,0.07773952,0.8038,0.10594759,0.8229,0.27051061,0.9186
0,7,9,0.90909091,0.90384615,0.3161157,0.27892561,0.25163398,2,<sklearn.tree._tree.Tree object at 0x7ff321be9420>,0.25413223,0.8947,0.24586776,0.8899,0.2376033,0.8851,-0.10020662,0.622,-0.10020662,0.622,0.19008264,0.8516,0.27892561,0.909
0,7,11,0.9138756,0.92307692,0.27324459,0.2037037,0.46962962,2,<sklearn.tree._tree.Tree object at 0x7ff321be9730>,0.17901234,0.9043,0.14525462,0.8851,0.12181712,0.8708,-0.17226081,0.6363,0.02179783,0.8086,0.17901234,0.9043,0.2037037,0.9138
0,7,13,0.90430622,0.98076923,0.32099114,0.25532315,0.29027113,2,<sklearn.tree._tree.Tree object at 0x7ff321be97a0>,0.23723384,0.8995,0.19945355,0.8851,0.08941021,0.8229,-0.17778406,0.6267,0.08941021,0.8229,0.19945355,0.8851,0.25532315,0.9043
0,7,15,0.92344498,0.90384615,0.31769361,0.29140757,0.20733652,2,<sklearn.tree._tree.Tree object at 0x7ff321be9260>,0.25692481,0.909,0.23233465,0.8947,0.22413793,0.8899,-0.13350293,0.6124,0.0993028,0.8133,0.0993028,0.8133,0.29140757,0.9234
0,7,19,0.91866029,0.92307692,0.32028738,0.28540366,0.1875,2,<sklearn.tree._tree.Tree object at 0x7ff321be9ab0>,0.26214785,0.909,0.22962752,0.8899,0.22149744,0.8851,-0.05624882,0.6794,0.0947249,0.8086,0.0947249,0.8086,0.28540366,0.9186
0,7,21,0.92344498,0.86538461,0.29259962,0.26166982,0.21351766,2,<sklearn.tree._tree.Tree object at 0x7ff321be9730>,0.24990512,0.9186,0.2418406,0.9138,0.20284629,0.8899,-0.07172676,0.6555,0.0747628,0.7894,0.17561669,0.8708,0.26166982,0.9234
0,7,23,0.90909091,0.96153846,0.30694205,0.24670109,0.33433283,2,<sklearn.tree._tree.Tree object at 0x7ff321be9b90>,0.11799579,0.8421,0.09418626,0.8277,0.08624976,0.8229,-0.0724804,0.6794,0.09418626,0.8277,0.11799579,0.8421,0.24670109,0.909
0,7,25,0.92822967,0.82692307,0.27108433,0.19497035,0.4377811,2,<sklearn.tree._tree.Tree object at 0x7ff321be9960>,0.18703384,0.9234,0.16322432,0.909,0.09475999,0.866,-0.11952573,0.6794,0.09475999,0.866,0.19497035,0.9282,0.19497035,0.9282
0,7,27,0.91866029,0.92307692,0.29337068,0.25732959,0.34722222,2,<sklearn.tree._tree.Tree object at 0x7ff321be9960>,0.24080298,0.9138,0.21858076,0.9043,0.18496732,0.8851,-0.1557423,0.6315,0.07955182,0.8133,0.18496732,0.8851,0.25732959,0.9186
0,7,29,0.93779904,0.84615384,0.33225806,0.31679316,0.05529953,2,<sklearn.tree._tree.Tree object at 0x7ff321be9490>,0.30872865,0.933,0.2845351,0.9186,0.16755218,0.8468,-0.06631879,0.6602,-0.06631879,0.6602,0.16755218,0.8468,0.2845351,0.9186
0,7,31,0.90909091,0.96153846,0.34052287,0.28767507,0.11805555,2,<sklearn.tree._tree.Tree object at 0x7ff321be9dc0>,0.26246498,0.9043,0.21531279,0.8851,0.08197945,0.8277,-0.16741364,0.6363,0.08197945,0.8277,0.08197945,0.8277,0.28767507,0.909
0,7,33,0.92822967,0.88461538,0.29214891,0.25511188,0.28148148,2,<sklearn.tree._tree.Tree object at 0x7ff321be9730>,0.22588734,0.9186,0.19463734,0.8995,0.18682484,0.8947,-0.13069059,0.6363,0.08227237,0.8229,0.19463734,0.8995,0.25511188,0.9282
0,7,37,0.91866029,0.88461538,0.33078086,0.23662318,0.33125,2,<sklearn.tree._tree.Tree object at 0x7ff321be9730>,0.22849309,0.9138,0.20410285,0.8995,0.11221402,0.8373,-0.07591228,0.665,0.08546038,0.8181,0.11221402,0.8373,0.23662318,0.9186
0,7,39,0.91866029,0.92307692,0.31937984,0.28187984,0.23076923,2,<sklearn.tree._tree.Tree object at 0x7ff321be9dc0>,0.23963178,0.9043,0.10513565,0.8373,0.08187984,0.8229,-0.14593024,0.6315,0.08187984,0.8229,0.10513565,0.8373,0.28187984,0.9186
0,7,41,0.92822967,0.86538461,0.26681741,0.23563218,0.34290271,2,<sklearn.tree._tree.Tree object at 0x7ff3216dcea0>,0.17816091,0.9138,0.15357075,0.8995,0.05172413,0.8325,-0.10391936,0.6842,0.05172413,0.8325,0.17816091,0.9138,0.23563218,0.9282
0,7,45,0.9138756,0.94230769,0.37968119,0.33090071,0.0595238,2,<sklearn.tree._tree.Tree object at 0x7ff321be9dc0>,0.28567313,0.8899,0.27779911,0.8851,0.2699251,0.8803,-0.09564049,0.6124,0.07326675,0.7559,0.1019781,0.7751,0.28567313,0.8899
0,7,47,0.94258373,0.8076923,0.31780952,0.294,0.11515151,2,<sklearn.tree._tree.Tree object at 0x7ff321be9dc0>,0.28209523,0.9377,0.27409523,0.933,0.26609523,0.9282,-0.01352381,0.7033,-0.01352381,0.7033,0.19095238,0.8755,0.29399999,0.9425
0,7,49,0.9138756,0.92307692,0.27011494,0.2438289,0.31259968,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc730>,0.14527981,0.8564,0.12068965,0.8421,0.09110608,0.8229,-0.10552101,0.6602,0.09110608,0.8229,0.14527981,0.8564,0.2438289,0.9138
0,7,51,0.91866029,0.88461538,0.32128099,0.25413223,0.25163398,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc3b0>,0.23140495,0.909,0.12293388,0.8468,0.09814049,0.8325,-0.11673554,0.6602,0.09814049,0.8325,0.12293388,0.8468,0.25413223,0.9186
0,7,53,0.9138756,0.94230769,0.35529095,0.33090071,-0.01190477,2,<sklearn.tree._tree.Tree object at 0x7ff3216dcdc0>,0.30727866,0.909,0.24630305,0.8947,0.2219128,0.8851,-0.23314769,0.5502,0.08776646,0.8038,0.11138851,0.8181,0.24630305,0.8947
0,7,55,0.91866029,0.82692307,0.28724421,0.2881048,0.43028485,2,<sklearn.tree._tree.Tree object at 0x7ff3216dcce0>,0.22289156,0.909,0.19908204,0.8947,0.09036144,0.8277,-0.11981259,0.6411,0.09036144,0.8277,0.19908204,0.8947,0.2881048,0.9186
0,7,57,0.91866029,0.92307692,0.33486326,0.29460699,0.14392803,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc6c0>,0.2825588,0.9138,0.1538535,0.8468,0.12153375,0.8277,-0.14037101,0.6315,0.09772423,0.8133,0.1538535,0.8468,0.29460699,0.9186
0,7,59,0.91866029,0.84615384,0.30804685,0.29028231,0.42857142,2,<sklearn.tree._tree.Tree object at 0x7ff3216dcc00>,0.25062415,0.9138,0.20971768,0.8995,0.18532744,0.8899,-0.14845401,0.6315,0.0504129,0.8133,0.18532744,0.8899,0.29028231,0.9186
0,7,61,0.91866029,0.88461538,0.34228377,0.29140757,0.16905901,2,<sklearn.tree._tree.Tree object at 0x7ff3216dcc00>,0.27991332,0.9138,0.24543056,0.8995,0.12389297,0.8325,-0.15809309,0.622,0.08281514,0.8086,0.12389297,0.8325,0.29140757,0.9186
0,7,63,0.92822967,0.86538461,0.3316689,0.31083157,0.16666666,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc6c0>,0.28720952,0.9234,0.17313232,0.8708,0.14009986,0.8516,-0.11542155,0.6459,0.07201843,0.8086,0.17313232,0.8708,0.28720952,0.9234
0,7,65,0.91866029,0.92307692,0.33595825,0.27713472,0.27956989,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc420>,0.1873814,0.866,0.17125237,0.8564,0.16318785,0.8516,-0.00986718,0.7224,-0.00986718,0.7224,0.1873814,0.866,0.27713472,0.9186
0,7,67,0.91866029,0.92307692,0.27425963,0.21931458,0.409009,2,<sklearn.tree._tree.Tree object at 0x7ff3216dce30>,0.20236543,0.909,0.19389085,0.9043,0.07645744,0.8277,-0.14388155,0.6555,0.07645744,0.8277,0.19389085,0.9043,0.21931458,0.9186
0,7,69,0.91866029,0.92307692,0.27237827,0.25243445,0.39495798,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc570>,0.22996254,0.909,0.21872659,0.9043,0.10056179,0.8373,-0.00018727,0.7703,0.08389513,0.8277,0.10056179,0.8373,0.25243445,0.9186
0,7,73,0.90909091,0.88461538,0.28519924,0.2573055,0.31029185,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc420>,0.24686907,0.9043,0.23880455,0.8995,0.23074003,0.8947,-0.13064517,0.6172,-0.13064517,0.6172,0.1873814,0.866,0.2573055,0.909
0,7,75,0.90909091,0.94230769,0.31151685,0.25533707,0.33613445,2,<sklearn.tree._tree.Tree object at 0x7ff3216dcab0>,0.21872659,0.8947,0.08932584,0.8229,0.0559925,0.8038,-0.07949439,0.6794,0.08932584,0.8229,0.08932584,0.8229,0.25533707,0.909
0,7,77,0.91866029,0.84615384,0.32941176,0.2738562,0.31944444,2,<sklearn.tree._tree.Tree object at 0x7ff3216dcc70>,0.22670401,0.8995,0.19337068,0.8851,0.16816059,0.8708,-0.05079366,0.7081,0.0738562,0.8038,0.19337068,0.8851,0.2738562,0.9186
0,7,79,0.91866029,0.88461538,0.27647058,0.24117647,0.31029185,2,<sklearn.tree._tree.Tree object at 0x7ff3216dcb90>,0.18235294,0.9043,0.17058823,0.8995,0.16252371,0.8947,-0.01489564,0.7511,-0.01489564,0.7511,0.18235294,0.9043,0.24117647,0.9186
0,7,81,0.92344498,0.90384615,0.35028089,0.32490636,0.10588235,2,<sklearn.tree._tree.Tree object at 0x7ff3216dcb20>,0.28829588,0.909,0.27705992,0.9043,0.15889513,0.8373,-0.0849251,0.6507,-0.0849251,0.6507,0.15889513,0.8373,0.28829588,0.909
0,7,83,0.91866029,0.92307692,0.30961904,0.254,0.31515151,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc180>,0.11133333,0.8373,0.07933333,0.8181,0.07133333,0.8133,-0.10485715,0.6842,0.07933333,0.8181,0.11133333,0.8373,0.254,0.9186
0,7,85,0.91866029,0.92307692,0.33780991,0.28099173,0.27777777,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc960>,0.25619834,0.9138,0.2303719,0.9043,0.19318181,0.8899,-0.00826447,0.7655,0.01756198,0.7846,0.19318181,0.8899,0.28099173,0.9186
0,7,87,0.9138756,0.94230769,0.25521132,0.20290686,0.51574212,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc420>,0.15853891,0.8899,0.1426659,0.8803,0.13472939,0.8755,-0.01042265,0.7799,0.03805698,0.8133,0.15853891,0.8899,0.20290686,0.9138
0,7,89,0.9138756,0.86538461,0.31899024,0.35188372,0.2053973,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc810>,0.3280742,0.909,0.29986613,0.8995,0.27576974,0.8899,-0.04694971,0.6411,-0.04694971,0.6411,0.14735131,0.8086,0.29986613,0.8995
0,7,93,0.92344498,0.90384615,0.29855371,0.25309917,0.39215686,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc9d0>,0.20454545,0.9043,0.0733471,0.8325,0.04028925,0.8133,-0.12190083,0.6698,0.0733471,0.8325,0.0733471,0.8325,0.25309917,0.9234
0,7,95,0.91866029,0.92307692,0.35377802,0.27661579,0.22169059,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc180>,0.261824,0.9138,0.16657245,0.866,0.14198228,0.8516,-0.1203128,0.6985,-0.1203128,0.6985,0.16657245,0.866,0.27661579,0.9186
0,7,97,0.93301435,0.86538461,0.34263565,0.27238372,0.3076923,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc180>,0.14563953,0.8612,0.13013565,0.8516,0.12238372,0.8468,-0.17141473,0.6028,0.09263565,0.8277,0.14563953,0.8612,0.27238372,0.933
0,7,99,0.92344498,0.86538461,0.36037309,0.29800263,0.06379585,2,<sklearn.tree._tree.Tree object at 0x7ff3216dc180>,0.26022234,0.909,0.22573958,0.8947,0.20114942,0.8803,-0.13840212,0.6555,0.06811758,0.799,0.1929527,0.8755,0.29800263,0.9234
